Monitoring Date,Officer ID,Officer Name,Office Location,Site ID,Site Name,Site Location,Activity ID,Activity Type,Activity Description,Activity Duration (hours),Equipment Used,Pollution Level Detected,Compliance Status,Community Feedback Rating,Transaction ID,Incentive Received,Compliance Target Achieved
15-01-2022,11,Wendy Mitchell,Sydney,9,King Edward Park,"Darling Harbour, Sydney, NSW 2000",616,Air Quality Check,Description 137,1.55,Equipment 7,248.85,Non-Compliant,4,3592,Yes,Yes
06-10-2022,2,Uma Allen,Melbourne,10,Newcastle Beach,"Federation Square, Melbourne, VIC 3000",228,Water Quality Test,Description 113,6.86,Equipment 6,86.99,Non-Compliant,1,3893,No,
13-11-2022,22,Beth Smith,Brisbane,9,Merewether Beach,"Queen Street Mall, Brisbane, QLD 4000",863,Water Quality Test,Description 192,1.33,Equipment 9,497.28,Compliant,5,3035,Yes,No
01-11-2022,11,Tina Scott,Perth,19,Nobbys Beach,"Kings Park, Perth, WA 6005",428,Water Quality Test,Description 142,1.53,Equipment 16,297.78,Compliant,4,1773,Yes,No
01-06-2022,24,Zoe Ward,Adelaide,24,Speers Point Park,"Rundle Mall, Adelaide, SA 5000",996,Air Quality Check,Description 65,5.35,Equipment 11,45.58,Compliant,5,3720,Yes,No
21-04-2022,8,Isabella Thompson,Hobart,4,Warners Bay Foreshore,"Salamanca Place, Hobart, TAS 7000",647,Water Quality Test,Description 147,1.24,Equipment 1,248.85,Compliant,2,4980,Yes,Yes
13-05-2022,1,Olivia Hall,Darwin,13,Redhead Beach,"Darwin Waterfront, Darwin, NT 0800",587,Water Quality Test,Description 15,6.02,Equipment 18,116.75,Non-Compliant,1,38,No,
14-02-2022,14,Grace Jones,Canberra,11,Glenrock State Conservation Area,"Parliament House, Canberra, ACT 2600",497,Air Quality Check,Description 99,3.22,Equipment 15,250.61,Compliant,4,3443,No,
22-01-2022,24,Paula Young,Gold Coast,19,Hunter Wetlands Centre,"Broadbeach, Gold Coast, QLD 4218",273,Air Quality Check,Description 49,6.97,Equipment 2,137.75,Compliant,5,2738,No,
03-02-2022,3,Grace Jones,Newcastle,14,Croudace Bay Park,"John Parade, Merewether, NSW 2291",386,Air Quality Check,Description 89,4.63,Equipment 13,340.24,Compliant,4,988,Yes,Yes
27-01-2022,17,Jane White,Sydney,11,Belmont Wetlands State Park,"Darling Harbour, Sydney, NSW 2000",183,Water Quality Test,Description 76,7.3,Equipment 14,172.52,Non-Compliant,1,1955,Yes,No
24-07-2022,8,Megan Lewis,Melbourne,9,Jesmond Park,"St Kilda Road, Melbourne, VIC 3004",514,Noise Level Measurement,Description 30,5.89,Equipment 4,93.01,Non-Compliant,1,4966,No,
26-09-2022,9,Catherine Lee,Brisbane,7,Mount Sugarloaf,"Queen Street Mall, Brisbane, QLD 4000",465,Air Quality Check,Description 44,2.04,Equipment 13,406.18,Non-Compliant,1,4420,Yes,Yes
08-08-2022,3,Uma Allen,Perth,7,Charlestown Park,"Cottesloe Beach, Perth, WA 6011",524,Air Quality Check,Description 66,6.98,Equipment 1,364.73,Compliant,3,3387,Yes,Yes
17-05-2022,24,Kate Harris,Adelaide,24,Toronto Foreshore,"Glenelg Beach, Adelaide, SA 5045",490,Air Quality Check,Description 76,3.6,Equipment 9,249.18,Non-Compliant,1,1784,Yes,No
15-12-2022,17,Rachel King,Hobart,3,Watagan Mountains,"Mount Wellington, Hobart, TAS 7054",876,Water Quality Test,Description 173,5.81,Equipment 14,462.68,Non-Compliant,4,4637,Yes,No
11-05-2022,22,Ella Brown,Darwin,16,Awaba State Forest,"Darwin Waterfront, Darwin, NT 0800",256,Water Quality Test,Description 107,6.26,Equipment 20,475.43,Compliant,2,297,No,
16-07-2022,7,Ella Brown,Canberra,23,Heaton State Forest,"Parliament House, Canberra, ACT 2600",225,Noise Level Measurement,Description 166,4.92,Equipment 10,388.37,Compliant,2,1486,No,
28-05-2022,21,Beth Smith,Gold Coast,10,Lambton Park,"Broadbeach, Gold Coast, QLD 4218",421,Soil Quality Test,Description 107,5.53,Equipment 9,41.87,Compliant,3,582,Yes,No
27-12-2022,9,Isabella Thompson,Newcastle,3,Richley Reserve,"Wharf Road, Newcastle East, NSW 2300",693,Water Quality Test,Description 74,3.32,Equipment 2,423.42,Compliant,2,2218,No,
18-02-2022,16,Natalie Walker,Sydney,6,Braye Park,"Reserve Road, Newcastle, NSW 2300",58,Soil Quality Test,Description 119,5.89,Equipment 6,423.69,Compliant,3,350,Yes,No
11-07-2022,10,Natalie Walker,Melbourne,21,Waratah Park,"St Kilda Road, Melbourne, VIC 3004",570,Soil Quality Test,Description 97,6.26,Equipment 2,200.82,Compliant,4,453,Yes,Yes
26-03-2022,5,Paula Young,Brisbane,17,King Edward Park,"Queen Street Mall, Brisbane, QLD 4000",784,Water Quality Test,Description 16,6.78,Equipment 15,155.99,Non-Compliant,3,1181,Yes,No
25-06-2022,4,Tina Scott,Perth,6,Blackbutt Nature Reserve,"Cottesloe Beach, Perth, WA 6011",331,Air Quality Check,Description 125,5.67,Equipment 4,447.27,Compliant,2,1128,No,
14-12-2022,22,Yvonne Cook,Adelaide,18,King Edward Park,"Reserve Road, Newcastle, NSW 2300",453,Water Quality Test,Description 88,1.26,Equipment 9,416.43,Non-Compliant,3,4181,Yes,No
14-10-2022,9,Jane White,Hobart,18,Newcastle Beach,"Mount Wellington, Hobart, TAS 7054",832,Water Quality Test,Description 192,4.57,Equipment 5,121.5,Non-Compliant,1,3776,Yes,No
04-02-2022,11,Fiona Wilson,Darwin,23,Newcastle Beach,"Mindil Beach, Darwin, NT 0820",32,Soil Quality Test,Description 188,7.64,Equipment 7,382.5,Compliant,2,1019,Yes,Yes
11-10-2022,24,Kate Harris,Canberra,10,Nobbys Beach,"Parliament House, Canberra, ACT 2600",407,Air Quality Check,Description 18,7.35,Equipment 15,167.7,Non-Compliant,5,1369,Yes,Yes
01-05-2022,11,Ella Brown,Gold Coast,20,Speers Point Park,"Park Road, Speers Point, NSW 2284",693,Soil Quality Test,Description 72,3.47,Equipment 12,341.71,Non-Compliant,2,3790,No,
08-09-2022,2,Alice Johnson,Newcastle,9,Waratah Park,"Wharf Road, Newcastle East, NSW 2300",575,Soil Quality Test,Description 7,4.47,Equipment 18,56.43,Compliant,2,4239,Yes,Yes
20-06-2022,19,Tina Scott,Sydney,23,Redhead Beach,"Reserve Road, Newcastle, NSW 2300",329,Air Quality Check,Description 83,2.47,Equipment 18,333.91,Non-Compliant,2,41,Yes,Yes
21-04-2022,8,Rachel King,Melbourne,16,Glenrock State Conservation Area,"Federation Square, Melbourne, VIC 3000",917,Water Quality Test,Description 37,7.45,Equipment 15,86.38,Non-Compliant,3,54,Yes,No
14-01-2022,1,Laura Clark,Brisbane,6,Hunter Wetlands Centre,"South Bank, Brisbane, QLD 4101",130,Air Quality Check,Description 35,7.59,Equipment 2,25.89,Non-Compliant,5,2613,Yes,No
13-08-2022,11,Wendy Mitchell,Perth,12,Croudace Bay Park,"Kings Park, Perth, WA 6005",577,Water Quality Test,Description 89,6.34,Equipment 18,116.61,Non-Compliant,3,4201,Yes,Yes
20-10-2022,21,Isabella Thompson,Adelaide,6,Croudace Bay Park,"Kalaroo Road, Redhead, NSW 2290",129,Soil Quality Test,Description 10,4.25,Equipment 1,293.84,Compliant,3,130,Yes,No
21-09-2022,7,Isabella Thompson,Hobart,10,Jesmond Park,"Mount Wellington, Hobart, TAS 7054",500,Soil Quality Test,Description 70,2.87,Equipment 13,37.06,Non-Compliant,5,4076,Yes,No
19-07-2022,23,Vicky Turner,Darwin,5,Mount Sugarloaf,"Darwin Waterfront, Darwin, NT 0800",962,Soil Quality Test,Description 79,3.56,Equipment 16,285.96,Non-Compliant,3,357,No,
05-05-2022,8,Grace Jones,Canberra,16,Glenrock State Conservation Area,"Parliament House, Canberra, ACT 2600",747,Air Quality Check,Description 129,1.15,Equipment 20,80.28,Non-Compliant,2,1717,No,
21-06-2022,4,Alice Johnson,Gold Coast,22,Toronto Foreshore,"Victory Parade, Toronto, NSW 2283",430,Noise Level Measurement,Description 109,7.95,Equipment 2,450.35,Compliant,4,3945,Yes,No
25-12-2022,20,Kate Harris,Newcastle,4,Watagan Mountains,"Shortland Esplanade, Newcastle, NSW 2300",91,Water Quality Test,Description 6,5.19,Equipment 16,426.84,Compliant,4,349,Yes,No
30-05-2022,12,Paula Young,Sydney,11,Awaba State Forest,"Circular Quay, Sydney, NSW 2000",918,Water Quality Test,Description 129,4.22,Equipment 1,10.15,Non-Compliant,5,2346,No,
03-03-2022,5,Isabella Thompson,Melbourne,8,Warners Bay Foreshore,"St Kilda Road, Melbourne, VIC 3004",899,Soil Quality Test,Description 184,3,Equipment 19,138.51,Compliant,2,3779,Yes,Yes
08-02-2022,16,Megan Lewis,Brisbane,16,Lambton Park,"South Bank, Brisbane, QLD 4101",420,Air Quality Check,Description 3,6.61,Equipment 1,458.73,Compliant,3,3689,Yes,No
11-04-2022,10,Kate Harris,Perth,12,Richley Reserve,"Kings Park, Perth, WA 6005",749,Noise Level Measurement,Description 176,2.6,Equipment 8,449.45,Non-Compliant,1,2141,No,
27-03-2022,25,Rachel King,Adelaide,14,Braye Park,"Glenelg Beach, Adelaide, SA 5045",856,Soil Quality Test,Description 5,7.9,Equipment 19,199.79,Non-Compliant,1,1782,No,
28-09-2022,25,Fiona Wilson,Hobart,13,Waratah Park,"Salamanca Place, Hobart, TAS 7000",200,Soil Quality Test,Description 135,5.59,Equipment 19,330.07,Non-Compliant,1,4645,Yes,No
20-07-2022,5,Catherine Lee,Darwin,18,King Edward Park,"Darwin Waterfront, Darwin, NT 0800",615,Air Quality Check,Description 75,7.62,Equipment 10,170.93,Non-Compliant,3,1238,Yes,Yes
26-08-2022,16,Laura Clark,Canberra,18,Blackbutt Nature Reserve,"Parliament House, Canberra, ACT 2600",525,Air Quality Check,Description 56,1.35,Equipment 13,78.4,Compliant,4,4492,Yes,Yes
01-05-2022,23,Xena Perez,Gold Coast,15,King Edward Park,"Broadbeach, Gold Coast, QLD 4218",92,Air Quality Check,Description 168,6.29,Equipment 8,454.03,Compliant,3,3315,No,
08-11-2022,15,Zoe Ward,Newcastle,21,Newcastle Beach,"John Parade, Merewether, NSW 2291",925,Soil Quality Test,Description 184,1.56,Equipment 2,393.74,Compliant,4,426,No,
04-01-2022,2,Ella Brown,Sydney,4,Merewether Beach,"Darling Harbour, Sydney, NSW 2000",769,Water Quality Test,Description 152,6.13,Equipment 15,235.86,Compliant,4,1605,No,
13-08-2022,16,Grace Jones,Melbourne,23,Nobbys Beach,"Federation Square, Melbourne, VIC 3000",217,Water Quality Test,Description 152,6.01,Equipment 1,390.66,Compliant,2,195,No,
13-11-2022,24,Fiona Wilson,Brisbane,3,King Edward Park,"South Bank, Brisbane, QLD 4101",832,Noise Level Measurement,Description 94,5.05,Equipment 10,398.44,Non-Compliant,1,132,No,
09-09-2022,25,Kate Harris,Perth,24,Warners Bay Foreshore,"Kings Park, Perth, WA 6005",612,Soil Quality Test,Description 165,4,Equipment 15,464.29,Non-Compliant,4,4504,No,
02-09-2022,21,Tina Scott,Adelaide,20,Redhead Beach,"Rundle Mall, Adelaide, SA 5000",614,Soil Quality Test,Description 168,3.93,Equipment 10,102.38,Non-Compliant,1,2728,No,
23-11-2022,15,Jane White,Hobart,6,Glenrock State Conservation Area,"Salamanca Place, Hobart, TAS 7000",78,Water Quality Test,Description 21,1.73,Equipment 16,485.14,Non-Compliant,1,4731,Yes,No
27-05-2022,10,Ella Brown,Darwin,5,Hunter Wetlands Centre,"Mindil Beach, Darwin, NT 0820",454,Soil Quality Test,Description 88,1.54,Equipment 13,456.77,Compliant,5,1636,No,
13-02-2022,2,Ella Brown,Canberra,19,Croudace Bay Park,"Parliament House, Canberra, ACT 2600",854,Air Quality Check,Description 15,3.82,Equipment 14,308.46,Non-Compliant,5,3693,Yes,Yes
07-09-2022,1,Hannah Moore,Gold Coast,3,Belmont Wetlands State Park,"Surfers Paradise Beach, Gold Coast, QLD 4217",830,Air Quality Check,Description 148,2.32,Equipment 15,286.48,Compliant,5,2468,No,
19-10-2022,7,Laura Clark,Newcastle,20,Jesmond Park,"John Parade, Merewether, NSW 2291",231,Water Quality Test,Description 105,6.37,Equipment 17,184.64,Compliant,2,3415,No,
03-04-2022,3,Rachel King,Sydney,15,Mount Sugarloaf,"Reserve Road, Newcastle, NSW 2300",432,Water Quality Test,Description 155,6.32,Equipment 14,302.94,Compliant,2,3000,No,
26-02-2022,18,Ella Brown,Melbourne,21,Charlestown Park,"Federation Square, Melbourne, VIC 3000",431,Noise Level Measurement,Description 112,6.66,Equipment 9,239.76,Compliant,1,1046,Yes,No
16-12-2022,22,Megan Lewis,Brisbane,7,Nobbys Beach,"Queen Street Mall, Brisbane, QLD 4000",58,Water Quality Test,Description 74,5.93,Equipment 15,382.07,Non-Compliant,5,1547,No,
18-03-2022,22,Uma Allen,Perth,22,Watagan Mountains,"Cottesloe Beach, Perth, WA 6011",652,Noise Level Measurement,Description 30,6.7,Equipment 12,416.53,Compliant,2,566,No,
13-02-2022,16,Jane White,Adelaide,11,Awaba State Forest,"Rundle Mall, Adelaide, SA 5000",749,Soil Quality Test,Description 12,5.6,Equipment 13,318.56,Compliant,4,3128,Yes,Yes
03-10-2022,6,Jane White,Hobart,22,Heaton State Forest,"Mount Wellington, Hobart, TAS 7054",213,Water Quality Test,Description 68,2.16,Equipment 13,374.34,Compliant,5,4008,Yes,Yes
16-09-2022,7,Fiona Wilson,Darwin,24,Lambton Park,"Mindil Beach, Darwin, NT 0820",398,Air Quality Check,Description 12,6.31,Equipment 15,331.31,Compliant,1,641,Yes,Yes
02-02-2022,23,Rachel King,Canberra,20,Richley Reserve,"Parliament House, Canberra, ACT 2600",311,Air Quality Check,Description 33,2.8,Equipment 17,339.33,Non-Compliant,3,943,No,
08-06-2022,10,Rachel King,Gold Coast,23,Braye Park,"Broadbeach, Gold Coast, QLD 4218",825,Noise Level Measurement,Description 21,5.65,Equipment 8,39,Non-Compliant,5,1303,Yes,Yes
15-03-2022,19,Ella Brown,Newcastle,15,Waratah Park,"Wharf Road, Newcastle East, NSW 2300",555,Water Quality Test,Description 46,3.97,Equipment 19,342.97,Compliant,3,4445,No,
25-07-2022,8,Yvonne Cook,Sydney,2,King Edward Park,"Reserve Road, Newcastle, NSW 2300",151,Noise Level Measurement,Description 44,6.11,Equipment 10,299.62,Non-Compliant,5,1894,No,
26-01-2022,22,Kate Harris,Melbourne,4,Blackbutt Nature Reserve,"Carnley Avenue, Kotara, NSW 2289",458,Water Quality Test,Description 49,3.18,Equipment 10,445.86,Non-Compliant,5,2553,No,
09-12-2022,3,Grace Jones,Brisbane,5,King Edward Park,"Queen Street Mall, Brisbane, QLD 4000",76,Soil Quality Test,Description 27,6.23,Equipment 13,226.85,Non-Compliant,2,566,Yes,No
06-02-2022,21,Uma Allen,Perth,8,Newcastle Beach,"Kings Park, Perth, WA 6005",476,Soil Quality Test,Description 35,1.86,Equipment 9,68.23,Non-Compliant,5,2441,No,
14-06-2022,16,Tina Scott,Adelaide,1,Merewether Beach,"Rundle Mall, Adelaide, SA 5000",691,Soil Quality Test,Description 105,3.03,Equipment 1,400.21,Non-Compliant,2,4079,Yes,No
09-04-2022,19,Wendy Mitchell,Hobart,1,Nobbys Beach,"Mount Wellington, Hobart, TAS 7054",99,Noise Level Measurement,Description 47,7.41,Equipment 17,277.65,Non-Compliant,5,3829,Yes,No
11-03-2022,11,Beth Smith,Darwin,6,Speers Point Park,"Mindil Beach, Darwin, NT 0820",740,Noise Level Measurement,Description 75,4.2,Equipment 3,396.02,Compliant,2,4407,Yes,Yes
08-01-2022,5,Ella Brown,Canberra,10,Warners Bay Foreshore,"Lake Burley Griffin, Canberra, ACT 2600",945,Water Quality Test,Description 142,5.27,Equipment 14,32.03,Non-Compliant,2,3966,Yes,No
10-08-2022,9,Olivia Hall,Gold Coast,16,Redhead Beach,"Broadbeach, Gold Coast, QLD 4218",207,Water Quality Test,Description 159,1.64,Equipment 13,477.16,Compliant,5,2080,Yes,Yes
11-07-2022,20,Samantha Wright,Newcastle,21,Glenrock State Conservation Area,"Wharf Road, Newcastle East, NSW 2300",415,Water Quality Test,Description 119,5.17,Equipment 4,173.45,Compliant,3,4284,Yes,Yes
16-10-2022,3,Megan Lewis,Sydney,20,Hunter Wetlands Centre,"Circular Quay, Sydney, NSW 2000",657,Air Quality Check,Description 75,5.7,Equipment 7,386.53,Non-Compliant,1,2243,No,
03-01-2022,16,Natalie Walker,Melbourne,16,Croudace Bay Park,"St Kilda Road, Melbourne, VIC 3004",277,Air Quality Check,Description 77,6.63,Equipment 4,77.2,Compliant,3,889,No,
13-08-2022,24,Rachel King,Brisbane,23,Belmont Wetlands State Park,"Queen Street Mall, Brisbane, QLD 4000",491,Soil Quality Test,Description 27,3.45,Equipment 8,150.26,Non-Compliant,5,1104,No,
01-12-2022,20,Isabella Thompson,Perth,9,Jesmond Park,"Kings Park, Perth, WA 6005",101,Air Quality Check,Description 129,4.14,Equipment 14,329.78,Non-Compliant,5,4769,No,
05-03-2022,13,Megan Lewis,Adelaide,18,Mount Sugarloaf,"Mount Sugarloaf Road, West Wallsend, NSW 2286",901,Water Quality Test,Description 89,2.52,Equipment 13,322.76,Compliant,3,999,Yes,No
27-06-2022,11,Diana Taylor,Hobart,24,Charlestown Park,"Mount Wellington, Hobart, TAS 7054",534,Soil Quality Test,Description 96,1.25,Equipment 16,50.77,Non-Compliant,3,3658,Yes,Yes
13-11-2022,6,Vicky Turner,Darwin,9,Toronto Foreshore,"Mindil Beach, Darwin, NT 0820",286,Water Quality Test,Description 176,4.15,Equipment 12,486.43,Non-Compliant,5,4374,No,
24-12-2022,25,Tina Scott,Canberra,17,Watagan Mountains,"Parliament House, Canberra, ACT 2600",569,Water Quality Test,Description 190,3,Equipment 17,458.72,Compliant,1,4051,Yes,No
02-06-2022,18,Ella Brown,Gold Coast,5,Awaba State Forest,"Surfers Paradise Beach, Gold Coast, QLD 4217",546,Noise Level Measurement,Description 41,2.27,Equipment 19,332.57,Non-Compliant,5,2886,Yes,Yes
17-12-2022,10,Alice Johnson,Newcastle,4,Heaton State Forest,"Shortland Esplanade, Newcastle, NSW 2300",139,Soil Quality Test,Description 111,2.91,Equipment 15,12.65,Compliant,4,1600,No,
11-12-2022,14,Zoe Ward,Sydney,8,Lambton Park,"Reserve Road, Newcastle, NSW 2300",445,Air Quality Check,Description 87,3.11,Equipment 13,155.52,Compliant,2,2901,Yes,No
16-01-2022,6,Jane White,Melbourne,20,Richley Reserve,"Federation Square, Melbourne, VIC 3000",914,Noise Level Measurement,Description 15,1.96,Equipment 5,454.96,Compliant,3,1765,No,
08-11-2022,25,Fiona Wilson,Brisbane,10,Braye Park,"Queen Street Mall, Brisbane, QLD 4000",229,Noise Level Measurement,Description 101,3.42,Equipment 1,291.81,Non-Compliant,2,789,Yes,No
08-10-2022,8,Uma Allen,Perth,5,Waratah Park,"Cottesloe Beach, Perth, WA 6011",561,Air Quality Check,Description 64,4.01,Equipment 1,23.8,Non-Compliant,2,767,No,
12-06-2022,7,Samantha Wright,Adelaide,14,King Edward Park,"Glenelg Beach, Adelaide, SA 5045",707,Water Quality Test,Description 187,5.99,Equipment 17,53.05,Non-Compliant,2,2253,No,
18-07-2022,6,Vicky Turner,Hobart,22,Blackbutt Nature Reserve,"Mount Wellington, Hobart, TAS 7054",849,Air Quality Check,Description 90,4.22,Equipment 10,141.25,Non-Compliant,2,4590,No,
01-09-2022,16,Hannah Moore,Darwin,17,King Edward Park,"Darwin Waterfront, Darwin, NT 0800",290,Soil Quality Test,Description 163,6.31,Equipment 17,319.33,Compliant,1,446,No,
21-09-2022,22,Xena Perez,Canberra,12,Newcastle Beach,"Lake Burley Griffin, Canberra, ACT 2600",864,Water Quality Test,Description 146,5.6,Equipment 10,420.81,Non-Compliant,3,494,No,
03-11-2022,16,Hannah Moore,Gold Coast,4,Merewether Beach,"Surfers Paradise Beach, Gold Coast, QLD 4217",375,Air Quality Check,Description 1,3.28,Equipment 3,83.23,Compliant,5,129,No,
09-11-2022,4,Alice Johnson,Newcastle,23,Nobbys Beach,"Wharf Road, Newcastle East, NSW 2300",224,Water Quality Test,Description 185,5.62,Equipment 18,405.18,Non-Compliant,3,677,Yes,Yes
29-01-2022,7,Isabella Thompson,Sydney,11,Speers Point Park,"Darling Harbour, Sydney, NSW 2000",400,Soil Quality Test,Description 2,2.39,Equipment 14,337.47,Compliant,4,4404,Yes,No
30-04-2022,12,Wendy Mitchell,Melbourne,1,Warners Bay Foreshore,"Federation Square, Melbourne, VIC 3000",620,Water Quality Test,Description 96,1.34,Equipment 11,328.97,Compliant,1,3996,Yes,No
01-02-2022,5,Tina Scott,Brisbane,10,Redhead Beach,"Queen Street Mall, Brisbane, QLD 4000",600,Water Quality Test,Description 44,3.22,Equipment 6,61.93,Compliant,2,2090,No,
29-06-2022,18,Grace Jones,Perth,18,Glenrock State Conservation Area,"Scout Camp Road, Whitebridge, NSW 2290",46,Soil Quality Test,Description 169,4.32,Equipment 2,373.42,Non-Compliant,2,1633,No,
07-01-2022,8,Yvonne Cook,Adelaide,1,Hunter Wetlands Centre,"Glenelg Beach, Adelaide, SA 5045",500,Air Quality Check,Description 77,5.4,Equipment 7,400.49,Compliant,1,297,Yes,Yes
22-09-2022,20,Wendy Mitchell,Hobart,2,Croudace Bay Park,"Mount Wellington, Hobart, TAS 7054",884,Soil Quality Test,Description 97,3.61,Equipment 14,187.73,Compliant,4,1415,Yes,Yes
10-02-2022,7,Tina Scott,Darwin,10,Belmont Wetlands State Park,"Kalaroo Road, Redhead, NSW 2290",246,Water Quality Test,Description 167,6.21,Equipment 4,399.17,Compliant,5,849,Yes,Yes
19-08-2022,20,Hannah Moore,Canberra,15,Jesmond Park,"Parliament House, Canberra, ACT 2600",525,Water Quality Test,Description 116,4.62,Equipment 20,197.93,Non-Compliant,4,1346,No,
29-11-2022,6,Paula Young,Gold Coast,15,Mount Sugarloaf,"Mount Sugarloaf Road, West Wallsend, NSW 2286",724,Soil Quality Test,Description 162,2.25,Equipment 7,342.43,Non-Compliant,3,3944,Yes,Yes
21-05-2022,22,Paula Young,Newcastle,7,Charlestown Park,"Frederick Street, Charlestown, NSW 2290",953,Noise Level Measurement,Description 55,2.51,Equipment 16,94.44,Compliant,3,3791,Yes,Yes
31-12-2022,17,Tina Scott,Sydney,22,Heaton State Forest,"Reserve Road, Newcastle, NSW 2300",151,Air Quality Check,Description 21,3.89,Equipment 17,284.9,Compliant,4,3530,Yes,No
11-06-2022,22,Grace Jones,Melbourne,1,Watagan Mountains,"Federation Square, Melbourne, VIC 3000",475,Water Quality Test,Description 21,3.49,Equipment 14,298.53,Compliant,4,192,Yes,No
04-08-2022,19,Tina Scott,Brisbane,11,Blackbutt Nature Reserve,"Queen Street Mall, Brisbane, QLD 4000",320,Soil Quality Test,Description 153,3.38,Equipment 14,187.82,Non-Compliant,5,3688,Yes,No
13-11-2022,3,Jane White,Perth,20,Heaton State Forest,"Kings Park, Perth, WA 6005",966,Soil Quality Test,Description 81,5.7,Equipment 2,107.55,Compliant,1,787,No,
